city;country;population
Wood-Lynne;United States;2978
Cherry Grove;United States;4378
Day Heights;United States;2620
Finneytown;United States;12741
Lewisburg;United States;1770
Monroe;United States;13393
New Paris;United States;1580
Atoka;United States;3065
Barnsdall;United States;1209
Cleveland;United States;3216
Lawton;United States;96655
McLoud;United States;4615
Medford;United States;987
Muldrow;United States;3282
Noble;United States;6666
Ponca City;United States;24758
Snyder;United States;1345
Avondale;United States;1399
Caln;United States;1519
Gettysburg;United States;7608
Abbeville;United States;5191
Conway;United States;21053
Dunean;United States;3671
Fountain Inn;United States;8317
Greenville;United States;64579
Irwin;United States;1405
Loris;United States;2591
Mayo;United States;1592
Pineridge;United States;2064
Powdersville;United States;7618
Westminster;United States;2484
Brentwood;United States;41763
Camden;United States;3575
Caryville;United States;2200
Decatur;United States;1575
Hopewell;United States;1874
Jacksboro;United States;1951
Kingston Springs;United States;2770
Lenoir City;United States;9091
Oak Ridge;United States;29302
Rogersville;United States;4383
Signal Mountain;United States;8528
Wildwood Lake;United States;3124
Woodbury;United States;2762
Ames;United States;1064
Boling;United States;1122
Brookshire;United States;5120
Burnet;United States;6239
DeSoto;United States;52486
Denison;United States;23150
Hempstead;United States;7110
Hornsby Bend;United States;6791
Hurst;United States;39016
Jones Creek;United States;2074
Mineral Wells;United States;14754
Mount Vernon;United States;2753
Murillo Colonia;United States;7344
Navasota;United States;7476
Palm Valley;United States;1294
Palmhurst;United States;2687
Red Lick;United States;1006
Somerset;United States;1783
Tenaha;United States;1152
Terrell;United States;16981
Wharton;United States;8726
Whitney;United States;2101
Woodbranch;United States;1377
Ashland;United States;7503
Bassett;United States;1100
Charlotte Court House;United States;530
Chase City;United States;2296
Countryside;United States;10072
Glade Spring;United States;1453
Lowes Island;United States;10756
Mathews;United States;555
Mount Hermon;United States;3966
North Springfield;United States;7274
Spotsylvania;United States;0
Warm Springs;United States;123
West Gate;United States;8046
Williamsburg;United States;15052
Beaver;United States;1308
Ranson;United States;4941
Salem;United States;1551
Florence;United States;4426
Bremen;United States;1437
Milford;United States;52759
Norwalk;United States;88485
Orange;United States;13956
Plymouth;United States;12284
South Windham;United States;1421
Terramuggus;United States;1025
Winsted;United States;7712
Brooklyn;United States;1420
Buffalo;United States;1299
Center Point;United States;2521
Clarion;United States;2767
Milford;United States;3018
Oelwein;United States;6153
Palo;United States;1053
Sac City;United States;2144
Storm Lake;United States;10910
Webster City;United States;7814
Bartlett;United States;41545
Belvidere;United States;25132
Byron;United States;3648
Channel Lake;United States;1664
Clinton;United States;7048
East Hazel Crest;United States;1545
Fairbury;United States;3630
Hyde Park;United States;26893
Matteson;United States;19195
Mount Morris;United States;2877
Oak Park;United States;52287
Oakwood;United States;1532
Berne;United States;4084
Kingsford Heights;United States;1421
South Haven;United States;5282
Wanatah;United States;1024
Warsaw;United States;14472
Wolcottville;United States;1015
Acushnet;United States;10850
Odžaci;Serbia;0
Kisač;Serbia;1545
Crna Bara;Serbia;2606
Bogojevo;Serbia;2312
Belotić;Serbia;1801
Sokolovo Brdo;Serbia;1261
Osječenik;Serbia;1430
Zolotukhino;Russian Federation;4886
Znamenka;Russian Federation;8915
Zadonsk;Russian Federation;10326
Yuzhnyy-Kospashskiy;Russian Federation;2275
Yuryuzan’;Russian Federation;13424
Yefimovskiy;Russian Federation;3622
Yayva;Russian Federation;10615
Yaroslavl;Russian Federation;608722
Yanaul;Russian Federation;27963
Volosovo;Russian Federation;12096
Verkhniy Mamon;Russian Federation;8278
Vasil’sursk;Russian Federation;1038
Valuyki;Russian Federation;35887
Usukhchay;Russian Federation;1966
Urma;Russian Federation;3515
Uren’;Russian Federation;12309
Uchaly;Russian Federation;37788
Tirlyanskiy;Russian Federation;5758
Ternovka;Russian Federation;4703
Tyoply Stan;Russian Federation;125000
Temizhbekskaya;Russian Federation;6111
Tambov;Russian Federation;293661
Stupino;Russian Federation;60999
Storozhevaya;Russian Federation;7986
Staraya Stanitsa;Russian Federation;7145
Sredniy Ikorets;Russian Federation;3273
Spassk-Ryazanskiy;Russian Federation;8655
Sovetskaya;Russian Federation;2293
Smolino;Russian Federation;2481
Sizyy Bugor;Russian Federation;1582
Shumikhinskiy;Russian Federation;2192
Shemysheyka;Russian Federation;6619
Uzunisa;Turkey;0
Torul;Turkey;4832
Tirebolu;Turkey;17124
Sergen;Turkey;0
Şarköy;Turkey;0
Pazar;Turkey;0
Mecitözü;Turkey;5506
Mahmut Şevket Paşa;Turkey;0
Karacabey;Turkey;44256
İhsangazi;Turkey;2957
Gürsu;Turkey;24510
Esiroğlu;Turkey;0
Erdek;Turkey;22678
Durağan;Turkey;11626
Dökmetepe;Turkey;0
Doğanyurt;Turkey;0
Derince;Turkey;125485
Çekerek;Turkey;10585
Çayırhan;Turkey;0
Çakıralan;Turkey;0
Bulancak;Turkey;43635
Bolu;Turkey;184682
Arsin;Turkey;16148
Alaca;Turkey;27019
Akçaabat;Turkey;45105
Espiye;Turkey;15058
Çayırkent;Turkey;0
Rio Claro;Trinidad and Tobago;35650
Sepuka;Tanzania, United Republic of;25657
Puma;Tanzania, United Republic of;17092
Nakatunguru;Tanzania, United Republic of;6064
Mahanje;Tanzania, United Republic of;15009
Kigoma;Tanzania, United Republic of;164268
Kasamwa;Tanzania, United Republic of;27681
Ilula;Tanzania, United Republic of;29193
Igurusi;Tanzania, United Republic of;25000
Igurubi;Tanzania, United Republic of;10083
Butiama;Tanzania, United Republic of;16376
Tandahimba;Tanzania, United Republic of;17041
Newala Kisimani;Tanzania, United Republic of;38099
Kitangari;Tanzania, United Republic of;10956
Zhelyabovka;Ukraine;2669
Zabolotiv;Ukraine;3998
Yampil’;Ukraine;7200
Vyhoda;Ukraine;4010
Voronkiv;Ukraine;4000
Volnovakha;Ukraine;21166
Vyzhenka;Ukraine;1001
Vytylivka;Ukraine;1032
Vasylivka;Ukraine;1372
Varvarivka;Ukraine;1912
Utkivka;Ukraine;1272
Tovste;Ukraine;3248
Tochylove;Ukraine;1181
Maslovo;Ukraine;2222
Tenistoye;Ukraine;1211
Buzzards Bay;United States;3859
Douglas;United States;7168
Dover;United States;2265
Falmouth;United States;3799
Hingham;United States;5650
Nantucket;United States;7446
North Falmouth;United States;3084
Otis;United States;1389
Plymouth;United States;7494
Southborough;United States;9686
Townsend;United States;1128
Warren;United States;1405
Trảng Bàng;Viet Nam;0
Trà Cú;Viet Nam;0
Thanh Sơn;Viet Nam;0
Phú Lộc;Viet Nam;0
Như Quỳnh;Viet Nam;0
Ngọc Lặc;Viet Nam;0
Nghi Xuân;Viet Nam;0
Lắk;Viet Nam;0
Tầm Vu;Viet Nam;0
Yên Phú;Viet Nam;0
Bát Xát;Viet Nam;0
Quảng Hà;Viet Nam;0
Thanh Miện;Viet Nam;0
Gia Lộc;Viet Nam;0
Trần Cao;Viet Nam;0
Lý Sơn;Viet Nam;0
Proszowice;Poland;6146
Porąbka Uszewska;Poland;1255
Osieck;Poland;954
Modliborzyce;Poland;1904
Masłów;Poland;1528
Jeziorzany;Poland;780
Lubaczów;Poland;12595
Łochów;Poland;6486
Lipinki;Poland;2157
Łęki Górne;Poland;1700
Kraśniczyn;Poland;447
Kowale Oleckie;Poland;2209
Jeziorany;Poland;3382
Jagiełła;Poland;1114
Guzów;Poland;1108
Gorzków;Poland;264
Gorlice;Poland;28609
Głuchów;Poland;1000
Czaszyn;Poland;1433
Czarna;Poland;1600
Chlewiska;Poland;1089
Brzesko;Poland;16866
Brok;Poland;1896
Bojanów;Poland;1200
Stara Błotnica;Poland;272
Żukowo;Poland;6494
Ziębice;Poland;9328
Zbytków;Poland;1236
Zbójno;Poland;841
Żagań;Poland;26251
Włoszakowice;Poland;3159
Wierzbno;Poland;1047
Wielka Nieszawka;Poland;460
Warlubie;Poland;2043
Waganiec;Poland;1300
Tworóg;Poland;3607
Trzebielino;Poland;744
Trzcinica;Poland;1158
Świdnica;Poland;60351
Subkowy;Poland;1941
Stegna;Poland;1978
Starcza;Poland;1232
Sompolno;Poland;3610
Smołdzino;Poland;984
Skoczów;Poland;14810
Sanniki;Poland;2000
Rycerka Górna;Poland;1602
Pyskowice;Poland;19018
Przeginia;Poland;2093
Pruchna;Poland;2446
Popielów;Poland;2400
Polska Cerekiew;Poland;1429
Pelplin;Poland;8320
Pecna;Poland;1825
Parchowo;Poland;1019
Pajęczno;Poland;6731
Ozorków;Poland;20608
Ogrodzieniec;Poland;4467
Nowe;Poland;6104
Mieścisko;Poland;2500
Malec;Poland;1239
Luboń;Poland;26431
Lubomia;Poland;3779
Lubień Kujawski;Poland;1293
Leśna;Poland;2093
Łęka Opatowska;Poland;727
Łęgowo;Poland;2850
Lachowice;Poland;2121
Kunice;Poland;1100
Koźle;Poland;14780
Koło;Poland;23493
Kłomnice;Poland;2802
Kłodawa;Poland;1762
Kleszczewo;Poland;580
Kamieniec Ząbkowicki;Poland;4200
Wielki Kack;Poland;10012
Jabłonna;Poland;1001
Gostyń;Poland;3276
Gościno;Poland;2636
Golub-Dobrzyń;Poland;12937
Gniewkowo;Poland;7224
Dziemiany;Poland;1762
Budziszewice;Poland;880
Brześć Kujawski;Poland;4522
Brąszewice;Poland;1100
Bojszowy Nowe;Poland;1192
Bobowo;Poland;1271
Bielsk;Poland;2600
Bedlno;Poland;640
Andrychów;Poland;21954
Jelcz Laskowice;Poland;15340
Chotcza;Poland;270
Rokiciny-Kolonia;Poland;1300
Buena Vista;Puerto Rico;2026
Cabo Rojo;Puerto Rico;10839
Duque;Puerto Rico;1529
Isabel Segunda;Puerto Rico;9301
Maria Antonia;Puerto Rico;1479
Naranjito;Puerto Rico;2005
Palmer;Puerto Rico;1205
Rosa Sanchez;Puerto Rico;1221
Khuzā‘ah;West Bank and Gaza Strip;9023
Şaydā;West Bank and Gaza Strip;2988
Ramallah;West Bank and Gaza Strip;24599
Al Burj;West Bank and Gaza Strip;2381
Jūrīsh;West Bank and Gaza Strip;1385
Būrīn;West Bank and Gaza Strip;2500
‘Anātā;West Bank and Gaza Strip;11946
Az Zaytūnīyah;West Bank and Gaza Strip;6107
‘Ajjūl;West Bank and Gaza Strip;1220
Abū Qashsh;West Bank and Gaza Strip;1385
Old City;West Bank and Gaza Strip;36000
Vieira de Leiria;Portugal;5807
Urra;Portugal;0
Serra de El-Rei;Portugal;1401
Olival Basto;Portugal;5959
Nisa;Portugal;7450
Monte Estoril;Portugal;23375
Moncarapacho;Portugal;8545
Lagoa;Portugal;6301
Guia;Portugal;4173
Fátima;Portugal;11798
Curral das Freiras;Portugal;1673
Aljustrel;Portugal;5334
Albufeira;Portugal;15851
Urgeses;Portugal;5457
Soure;Portugal;8416
Sobreira;Portugal;4219
Sobrado;Portugal;6703
São Pedro da Cova;Portugal;17011
Monção;Portugal;19738
Gulpilhares;Portugal;10660
Guimarães;Portugal;40604
Frazão;Portugal;4314
Fânzeres;Portugal;23916
Espargo;Portugal;1309
Ermesinde;Portugal;39420
Cucujães;Portugal;11087
Castelo de Paiva;Portugal;0
Canidelo;Portugal;26431
Avanca;Portugal;6540
Alhadas;Portugal;3768
Fenais da Ajuda;Portugal;1131
Cais do Pico;Portugal;3388
Sonsorol Village;Palau;30
San Patricio;Paraguay;1525
San Antonio;Paraguay;55754
Hohenau;Paraguay;5306
Colonia General Alfredo Stroessner;Paraguay;11558
Capiibary;Paraguay;3537
Saint-André;Réunion;48674
Zmeu;Romania;1189
Zerind;Romania;1442
Zănoaga;Romania;1508
Zăneşti;Romania;6077
Volovăţ;Romania;6990
Vlad Ţepeş;Romania;2584
Vizantea-Mânăstirească;Romania;4201
Vişeu de Sus;Romania;16938
Vârfuri;Romania;2086
Vânătorii Mari;Romania;1482
Videle;Romania;11813
Vereşti;Romania;7089
Valea Ursului;Romania;3916
Valea Moldovei;Romania;5814
Valea Lupului;Romania;2078
Valea Dacilor;Romania;1231
Vadu Crişului;Romania;4311
Unirea;Romania;1469
Uda-Clocociov;Romania;1102
Turcoaia;Romania;3646
Traian;Romania;1079
Tomeşti;Romania;1279
Tocileni;Romania;1113
Târşolţ;Romania;0
Teiu;Romania;1853
Teişani;Romania;3968
Tecuci;Romania;41154
Talea;Romania;1184
Ţaga;Romania;2124
Şuţeşti;Romania;4740
Şura Mare;Romania;3253
Șupitca;Romania;1052
Sulina;Romania;4443
Străoane;Romania;4049
Straja;Romania;5304
Stelnica;Romania;1834
Stejaru;Romania;1053
Ştefăneştii de Jos;Romania;4183
Soloneț;Romania;1679
Slava Cercheză;Romania;852
Sânpetru German;Romania;1952
Şimnicu de Sus;Romania;4380
Şimand;Romania;4064
Scoarţa;Romania;4973
Şaru Dornei;Romania;4301
Sarmizegetusa;Romania;1369
Sărățeni;Romania;1415
Săliștea;Romania;1272
Săcelu;Romania;1834
Roata de Jos;Romania;8350
Răchiteni;Romania;1692
Purcăreni;Romania;1484
Prundeni;Romania;4596
Priponeşti;Romania;2574
Prăjani;Romania;1344
Potlogeni;Romania;1767
Poiana Blenchii;Romania;1311
Pogonești;Romania;1198
Plopiş;Romania;2731
Plopeni;Romania;7718
Pleașov;Romania;1202
Piteasca;Romania;1362
Pitaru;Romania;1059
Pădureni;Romania;1125
Padeş;Romania;5071
Ostroveni;Romania;5731
Osica de Sus;Romania;5351
Orlea;Romania;4591
Ocnița;Romania;1285
Obârşia;Romania;0
Nuci;Romania;3174
Moţăţei;Romania;7898
Moraviţa;Romania;2368
Misentea;Romania;1029
Mârşani;Romania;0
Mihail Kogălniceanu;Romania;9970
Merișani;Romania;1567
Măzănăești;Romania;491
Matca;Romania;11642
Mărgău;Romania;1844
Măgura Ilvei;Romania;3767
Măgura;Romania;4657
Lunguleţu;Romania;5718
Lueta;Romania;3473
Livezeni;Romania;3704
Lisa;Romania;1653
Lăpușel;Romania;1323
Joseni;Romania;5635
Izvoru de Sus;Romania;2641
Isaccea;Romania;5375
Independenţa;Romania;3145
Iezeru;Romania;1137
Ibănești-Pădure;Romania;492
Iazurile;Romania;1125
Iadăra;Romania;1058
Horodniceni;Romania;3699
Horia;Romania;1249
Horgeşti;Romania;4665
Homorâciu;Romania;2031
Hârseşti;Romania;2841
Havârna;Romania;5088
Gorban;Romania;2991
Ghimpați;Romania;2698
Frunzi;Romania;1614
Frecăţei;Romania;3797
Filipeni;Romania;2441
Eremitu;Romania;3818
Dumbrava Roşie;Romania;7104
Dumbrava;Romania;1132
Drajna Nouă;Romania;1422
Drăgăneşti-Vlaşca;Romania;4740
Domneşti-Sârbi;Romania;6393
Doljeşti;Romania;7359
Dobrun;Romania;3419
Dobreşti;Romania;1820
Dobra;Romania;3459
Dârjiu;Romania;1160
Dâmbău;Romania;1229
Dărăști-Vlașca;Romania;2442
Cuza Vodă;Romania;1083
Cuza Vodă;Romania;2742
Curăţele;Romania;2670
Cuciulata;Romania;1230
Cristuru Secuiesc;Romania;9554
Cricău;Romania;2052
Costuleni;Romania;4911
Costești;Romania;1434
Corbeanca;Romania;3786
Comanda;Romania;1384
Cogeasca;Romania;1788
Ciulnița;Romania;1049
Cârniceni;Romania;1244
Ciocârlia;Romania;2998
Certeze;Romania;5330
Cenei;Romania;4754
Caracal;Romania;33761
Căpățânenii Pământeni;Romania;586
Călăţele;Romania;2689
Buznea;Romania;1214
Buteni;Romania;3424
Burla;Romania;1885
Burca;Romania;1434
Bujoreni;Romania;3830
Bucovăț;Romania;1058
Breaza;Romania;1686
Braneț;Romania;1658
Brad;Romania;15988
Boteni;Romania;2733
Blăjel;Romania;2419
Baru Mic;Romania;3014
Bărbulești;Romania;3753
Băneasa;Romania;5582
Balta Doamnei;Romania;2719
Balintești;Romania;1113
Băleşti;Romania;7333
Bădoși;Romania;1036
Bacău;Romania;171396
Băcălești;Romania;1430
Auşeu;Romania;2978
Andrei Șaguna;Romania;1824
Almaşu Mare;Romania;1649
Alba;Romania;1599
Horea;Romania;293
Baranca;Romania;1207
Stara Pazova;Serbia;16217
Srpska Crnja;Serbia;5467
Sopot;Serbia;0
Perlez;Serbia;4283
Orlovat;Serbia;2159
Novi Slankamen;Serbia;3210
Novi Kozarci;Serbia;2668
Novi Bečej;Serbia;0
Mokrin;Serbia;6567
Klek;Serbia;2344
Ćićevac;Serbia;4
Bečmen;Serbia;2494
Prijepolje;Serbia;3
Tlahuelompa (San Francisco Tlahuelompa);Mexico;1015
Tlacuilotepec;Mexico;1685
Tixkokob;Mexico;10968
San Juan Tilcuautla;Mexico;2630
Texcapa;Mexico;1926
Tetepango;Mexico;8705
Teloloapan;Mexico;23549
Soto la Marina;Mexico;10620
San Vicente Lachixío;Mexico;1295
Chautla;Mexico;6540
Santiago Coltzingo;Mexico;3155
Santa María Rayón;Mexico;8590
Santa María Apaxco;Mexico;3747
Santa Ana Nextlalpan;Mexico;14871
Santa Ana;Mexico;1906
Zinacatepec;Mexico;15592
San Sebastián;Mexico;1256
San Sebastián;Mexico;5904
San Pablo Tecalco;Mexico;5344
San Miguel Mimlapan;Mexico;4949
San Marcos Tlacoyalco;Mexico;9881
San Lorenzo Oyamel;Mexico;5753
San Lorenzo;Mexico;2079
San Juan Tepa;Mexico;5932
San Juán Lachigalla;Mexico;1077
San Juan Diuxi;Mexico;1222
San José Lachiguirí;Mexico;1474
San Joaquín;Mexico;1228
San Francisco del Mar Viejo;Mexico;4033
Teotlaltzingo;Mexico;6166
Amaxac de Guerrero;Mexico;9114
Zoyatzingo;Mexico;2795
San Agustín Amatengo;Mexico;1294
Samahil;Mexico;2826
Salitrillo;Mexico;4829
Santa Catalina Quieri;Mexico;0
Piedra Pinta;Mexico;1755
Pachiquita;Mexico;1158
Ocotepec;Mexico;4663
Ocosingo;Mexico;41878
Nuevo Pacayal;Mexico;1019
Nolo;Mexico;1493
Muna;Mexico;11469
Mozomboa;Mexico;3061
Misantla;Mexico;26827
Metlatónoc;Mexico;3586
Mazatán;Mexico;6838
Heroica Matamoros;Mexico;449815
Martinez;Mexico;1081
Mafafas;Mexico;1392
La Venta;Mexico;2161
La Tortuga;Mexico;2029
Vegas de la Soledad y Soledad Dos;Mexico;1258
La Laguna;Mexico;1756
Jitotol;Mexico;4427
Ciudad de Huitzuco;Mexico;17475
Huitzila;Mexico;1186
Huixtepec;Mexico;3370
San Juan Huiluco;Mexico;1358
Huehuetán;Mexico;7755
Huajoyuca;Mexico;1922
Guadalupe Hidalgo;Mexico;1228
General Treviño;Mexico;1019
Dzidzantun;Mexico;7393
Domingo Arenas;Mexico;5864
Cuetzalan;Mexico;5785
Coacotla;Mexico;6873
